date,code,name,market_cap,price,open_price,high_price,low_price,gap,gap_ratio,trading_volume,institutional_volume,foreign_volume,foreign_ratio,forum_url
2022-03-07,68760,셀트리온제약,33263,91000,90800,93600,90100,1800,-1.94,121548,1486,-17900,7.87,https://finance.naver.com/item/board.naver?code=068760
2022-03-07,28300,HLB,31397,29450,30200,30250,29450,1250,-4.07,465912,-88084,70666,14.07,https://finance.naver.com/item/board.naver?code=028300
2022-03-07,278280,천보,28130,281300,277300,285000,275300,2500,-0.88,51758,-25763,-10594,10.18,https://finance.naver.com/item/board.naver?code=278280
2022-03-07,35760,CJ ENM,27697,126300,128000,128100,125200,2400,-1.86,45223,-14391,-10546,21.63,https://finance.naver.com/item/board.naver?code=035760
2022-03-07,96530,씨젠,27523,52700,53400,54000,52600,0,0.0,451510,-46734,-7020,15.1,https://finance.naver.com/item/board.naver?code=096530
2022-03-07,58470,리노공업,27406,179800,178100,182200,176000,0,0.0,44978,-12886,11917,48.38,https://finance.naver.com/item/board.naver?code=058470
2022-03-07,253450,스튜디오드래곤,26382,87900,87900,89200,86400,200,-0.23,101847,35718,20202,10.88,https://finance.naver.com/item/board.naver?code=253450
2022-03-07,196170,알테오젠,23272,55000,54600,56400,53900,1500,-2.65,167411,-35197,-34954,11.81,https://finance.naver.com/item/board.naver?code=196170
2022-03-07,86520,에코프로,22010,91800,92000,94100,89400,3200,-3.37,598366,-34211,-9211,8.45,https://finance.naver.com/item/board.naver?code=086520
2022-03-07,48260,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,44.21,https://finance.naver.com/item/board.naver?code=048260
2022-03-07,108320,LX세미콘,19159,117800,119700,120600,117800,3500,-2.89,171777,-7747,-114024,34.98,https://finance.naver.com/item/board.naver?code=108320
2022-03-07,237690,에스티팜,18433,98000,99200,99500,95700,2200,-2.2,76190,-12588,-9870,0.16,https://finance.naver.com/item/board.naver?code=237690
2022-03-07,35900,JYP Ent.,17820,50200,49950,50800,49300,400,-0.79,423612,-17332,85870,23.31,https://finance.naver.com/item/board.naver?code=035900
2022-03-07,240810,원익IPS,17768,36200,36300,36700,35900,750,-2.03,214218,-48421,29024,19.21,https://finance.naver.com/item/board.naver?code=240810
2022-03-07,41510,에스엠,17753,74700,74000,76100,74000,800,-1.06,393662,5658,14670,14.22,https://finance.naver.com/item/board.naver?code=041510
2022-03-07,145020,휴젤,17488,141200,144500,144500,140600,4600,-3.16,37370,-8355,340,70.52,https://finance.naver.com/item/board.naver?code=145020
2022-03-07,5290,동진쎄미켐,17455,33950,34350,35000,33850,1700,-4.77,749011,-31726,19176,7.37,https://finance.naver.com/item/board.naver?code=005290
2022-03-07,67160,아프리카TV,16587,144300,144100,149400,141500,900,-0.62,175062,-18501,-43431,45.22,https://finance.naver.com/item/board.naver?code=067160
2022-03-07,357780,솔브레인,16514,212300,221400,221400,212000,10400,-4.67,39267,-13804,-7675,27.12,https://finance.naver.com/item/board.naver?code=357780
2022-03-07,299900,위지윅스튜디오,16366,38300,38200,40600,37850,650,-1.67,804610,-5633,29324,4.61,https://finance.naver.com/item/board.naver?code=299900
2022-03-07,222800,심텍,16277,51100,51100,52200,50600,1400,-2.67,627532,-84340,94151,14.46,https://finance.naver.com/item/board.naver?code=222800
2022-03-07,34230,파라다이스,14596,16050,16400,16650,16050,650,-3.89,636418,-36874,69947,4.3,https://finance.naver.com/item/board.naver?code=034230
2022-03-07,140410,메지온,14384,161600,164400,164800,159500,2800,-1.7,39917,-10944,-22592,14.32,https://finance.naver.com/item/board.naver?code=140410
2022-03-07,25900,동화기업,13979,69200,70200,70700,68700,2600,-3.62,50163,-1741,-13799,43.76,https://finance.naver.com/item/board.naver?code=025900
2022-03-07,56190,에스에프에이,13968,38900,38750,39350,38300,300,-0.77,133016,26716,-15519,15.43,https://finance.naver.com/item/board.naver?code=056190
2022-03-07,78340,컴투스,13870,107800,107800,109800,107000,3200,-2.88,146485,-21013,-43057,12.02,https://finance.naver.com/item/board.naver?code=078340
2022-03-07,78600,대주전자재료,13484,87100,87000,88700,86100,1400,-1.58,114644,-40322,-71574,12.88,https://finance.naver.com/item/board.naver?code=078600
2022-03-07,64760,티씨케이,13228,113300,114100,114800,112600,3300,-2.83,26264,-7092,-8240,68.25,https://finance.naver.com/item/board.naver?code=064760
2022-03-07,348370,엔켐,13190,86700,88400,89000,85000,4300,-4.73,228117,-20497,-24230,1.27,https://finance.naver.com/item/board.naver?code=348370
2022-03-07,298380,에이비엘바이오,13031,27600,28700,28750,27400,1850,-6.28,1086986,-61920,87659,4.43,https://finance.naver.com/item/board.naver?code=298380
2022-03-07,36930,주성엔지니어링,12883,26700,26900,27500,26400,750,-2.73,968105,-52168,223720,13.07,https://finance.naver.com/item/board.naver?code=036930
2022-03-07,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.25,https://finance.naver.com/item/board.naver?code=215600
2022-03-07,32500,케이엠더블유,12305,30900,31800,31850,30750,1400,-4.33,149801,-24569,21073,4.01,https://finance.naver.com/item/board.naver?code=032500
2022-03-07,195940,HK이노엔,12270,42450,43700,43700,42150,1350,-3.08,98855,-11398,-4113,3.24,https://finance.naver.com/item/board.naver?code=195940
2022-03-07,122870,와이지엔터테인먼트,12101,65600,64400,66400,64100,100,0.15,316012,-7882,38224,7.01,https://finance.naver.com/item/board.naver?code=122870
2022-03-07,98460,고영,12083,17600,18600,18600,17550,1250,-6.63,460489,-62597,13343,64.69,https://finance.naver.com/item/board.naver?code=098460
2022-03-07,48410,현대바이오,11951,30900,32450,32850,30850,2050,-6.22,1918048,-29834,-688311,4.61,https://finance.naver.com/item/board.naver?code=048410
2022-03-07,39030,이오테크닉스,11827,96000,98900,98900,95900,4400,-4.38,96715,-35844,-13250,15.81,https://finance.naver.com/item/board.naver?code=039030
2022-03-07,214150,클래시스,11692,18050,18000,18400,17950,350,-1.9,352402,-37154,32248,5.16,https://finance.naver.com/item/board.naver?code=214150
2022-03-07,95700,제넥신,11188,44700,46250,46250,44700,1850,-3.97,107391,-27841,-23006,8.69,https://finance.naver.com/item/board.naver?code=095700
2022-03-07,30190,NICE평가정보,10868,17900,18400,18400,17800,600,-3.24,129288,-34462,-24682,38.37,https://finance.naver.com/item/board.naver?code=030190
2022-03-07,137400,피엔티,10859,47750,46900,48700,46300,550,1.17,417537,-806,84430,6.11,https://finance.naver.com/item/board.naver?code=137400
2022-03-07,144510,지씨셀,10713,67800,69200,69200,67600,2200,-3.14,49855,-5856,-20293,7.25,https://finance.naver.com/item/board.naver?code=144510
2022-03-07,36540,SFA반도체,10690,6500,6630,6630,6490,160,-2.4,812848,-64771,-39622,4.93,https://finance.naver.com/item/board.naver?code=036540
2022-03-08,91990,셀트리온헬스케어,101565,65500,63500,66700,63200,1000,1.55,632800,2539,-80308,17.12,https://finance.naver.com/item/board.naver?code=091990
2022-03-08,247540,에코프로비엠,79828,348300,370400,372100,348300,33100,-8.68,428107,342,247,13.89,https://finance.naver.com/item/board.naver?code=247540
2022-03-08,263750,펄어비스,68605,103600,99100,107800,98600,2900,2.88,924598,26966,47140,14.29,https://finance.naver.com/item/board.naver?code=263750
2022-03-08,66970,엘앤에프,64608,185600,193500,195400,185000,13000,-6.55,688993,97669,-89251,20.3,https://finance.naver.com/item/board.naver?code=066970
2022-03-08,293490,카카오게임즈,55320,71200,68800,71900,68800,900,1.28,543902,-28318,-137007,10.72,https://finance.naver.com/item/board.naver?code=293490
2022-03-08,112040,위메이드,34043,101400,98000,102500,97400,1600,1.6,556326,-1058,42553,6.06,https://finance.naver.com/item/board.naver?code=112040
2022-03-08,68760,셀트리온제약,33812,92500,89100,94400,89100,1500,1.65,150691,-5816,3863,7.91,https://finance.naver.com/item/board.naver?code=068760
2022-03-08,28300,HLB,31290,29350,28850,30000,28600,100,-0.34,580539,-72920,-73457,14.0,https://finance.naver.com/item/board.naver?code=028300
2022-03-08,96530,씨젠,27993,53600,51500,54500,51400,900,1.71,601458,-8158,10997,15.06,https://finance.naver.com/item/board.naver?code=096530
2022-03-08,278280,천보,27650,276500,275500,284200,275000,4800,-1.71,49610,1319,-789,10.17,https://finance.naver.com/item/board.naver?code=278280
2022-03-08,58470,리노공업,27375,179600,177000,184500,176100,200,-0.11,74096,4351,3716,48.41,https://finance.naver.com/item/board.naver?code=058470
2022-03-08,35760,CJ ENM,27061,123400,123500,125300,121600,2900,-2.3,73164,-8494,-6788,21.6,https://finance.naver.com/item/board.naver?code=035760
2022-03-08,253450,스튜디오드래곤,26863,89500,86800,90300,86500,1600,1.82,236929,16534,-13444,10.84,https://finance.naver.com/item/board.naver?code=253450
2022-03-08,196170,알테오젠,23865,56400,54000,58100,53600,1400,2.55,351702,-19139,1588,11.82,https://finance.naver.com/item/board.naver?code=196170
2022-03-08,86520,에코프로,21027,87700,88800,91100,87500,4100,-4.47,644954,-54986,47858,8.67,https://finance.naver.com/item/board.naver?code=086520
2022-03-08,48260,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,44.21,https://finance.naver.com/item/board.naver?code=048260
2022-03-08,108320,LX세미콘,19452,119600,115000,123500,113600,1800,1.53,291200,1063,-11129,34.91,https://finance.naver.com/item/board.naver?code=108320
2022-03-08,237690,에스티팜,18583,98800,97500,101200,95700,800,0.82,57275,-7423,21889,0.27,https://finance.naver.com/item/board.naver?code=237690
2022-03-08,35900,JYP Ent.,17749,50000,49500,51000,48900,200,-0.4,371071,-44846,141497,23.71,https://finance.naver.com/item/board.naver?code=035900
2022-03-08,240810,원익IPS,17498,35650,35500,35900,35200,550,-1.52,173989,-10744,4866,19.23,https://finance.naver.com/item/board.naver?code=240810
2022-03-08,41510,에스엠,17468,73500,73800,74800,72500,1200,-1.61,316465,-52492,20780,14.3,https://finance.naver.com/item/board.naver?code=041510
2022-03-08,145020,휴젤,17154,138500,139300,140500,138300,2700,-1.91,43167,-2619,-10300,70.46,https://finance.naver.com/item/board.naver?code=145020
2022-03-08,5290,동진쎄미켐,17044,33150,33200,33800,32950,800,-2.36,576737,-81133,114195,7.59,https://finance.naver.com/item/board.naver?code=005290
2022-03-08,67160,아프리카TV,16817,146300,141000,150800,140400,2000,1.39,212637,17747,-38760,44.88,https://finance.naver.com/item/board.naver?code=067160
2022-03-08,357780,솔브레인,16024,206000,211300,211300,206000,6300,-2.97,32235,-5184,-6009,27.04,https://finance.naver.com/item/board.naver?code=357780
2022-03-08,222800,심텍,15959,50100,49900,51300,49800,1000,-1.96,603206,-103289,112099,14.81,https://finance.naver.com/item/board.naver?code=222800
2022-03-08,299900,위지윅스튜디오,15170,35500,37750,38100,35250,2800,-7.31,696927,23356,10208,4.64,https://finance.naver.com/item/board.naver?code=299900
2022-03-08,140410,메지온,14518,163100,158500,166000,158000,1500,0.93,36165,-2501,4113,14.38,https://finance.naver.com/item/board.naver?code=140410
2022-03-08,34230,파라다이스,14233,15650,15750,16150,15400,400,-2.49,967497,-78559,-63259,4.23,https://finance.naver.com/item/board.naver?code=034230
2022-03-08,56190,에스에프에이,13861,38600,38800,39150,38250,300,-0.77,113241,38476,-16683,15.37,https://finance.naver.com/item/board.naver?code=056190
2022-03-08,25900,동화기업,13838,68500,68300,69600,68200,700,-1.01,38311,-907,-7808,43.72,https://finance.naver.com/item/board.naver?code=025900
2022-03-08,78340,컴투스,13793,107200,105600,109200,105400,600,-0.56,125701,-42075,21178,12.19,https://finance.naver.com/item/board.naver?code=078340
2022-03-08,78600,대주전자재료,13251,85600,85700,87900,85100,1500,-1.72,112962,550,19144,13.01,https://finance.naver.com/item/board.naver?code=078600
2022-03-08,348370,엔켐,13190,86700,84900,89300,84100,0,0.0,146853,-69128,15849,1.37,https://finance.naver.com/item/board.naver?code=348370
2022-03-08,64760,티씨케이,13018,111500,112300,113800,110800,1800,-1.59,26917,-2619,-7044,68.19,https://finance.naver.com/item/board.naver?code=064760
2022-03-08,298380,에이비엘바이오,12866,27250,26950,29000,26900,350,-1.27,1327532,-58200,-134860,4.13,https://finance.naver.com/item/board.naver?code=298380
2022-03-08,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.25,https://finance.naver.com/item/board.naver?code=215600
2022-03-08,214150,클래시스,12437,19200,17950,19400,17750,1150,6.37,1312961,22086,40569,5.23,https://finance.naver.com/item/board.naver?code=214150
2022-03-08,195940,HK이노엔,12068,41750,41650,42350,41300,700,-1.65,127271,2495,-6251,3.29,https://finance.naver.com/item/board.naver?code=195940
2022-03-08,32500,케이엠더블유,12026,30200,30150,30800,30100,700,-2.27,115352,-9017,-39691,3.91,https://finance.naver.com/item/board.naver?code=032500
2022-03-08,36930,주성엔지니어링,11893,24650,26200,26400,24450,2050,-7.68,2336079,-60035,254138,13.6,https://finance.naver.com/item/board.naver?code=036930
2022-03-08,98460,고영,11843,17250,17100,17600,16750,350,-1.99,365514,-26013,-226779,64.34,https://finance.naver.com/item/board.naver?code=098460
2022-03-08,122870,와이지엔터테인먼트,11769,63800,65000,65500,62600,1800,-2.74,336926,21905,50263,7.29,https://finance.naver.com/item/board.naver?code=122870
2022-03-08,48410,현대바이오,11526,29800,30000,32200,29300,1100,-3.56,3068990,-13280,-175684,4.15,https://finance.naver.com/item/board.naver?code=048410
2022-03-08,39030,이오테크닉스,11396,92500,93900,94900,91600,3500,-3.65,102687,-18055,-18638,15.66,https://finance.naver.com/item/board.naver?code=039030
2022-03-08,95700,제넥신,11251,44950,43300,45350,43200,250,0.56,90368,-22258,-20890,8.6,https://finance.naver.com/item/board.naver?code=095700
2022-03-08,30190,NICE평가정보,10838,17850,17850,18050,17600,50,-0.28,85187,-7632,-26606,38.32,https://finance.naver.com/item/board.naver?code=030190
2022-03-08,141080,레고켐바이오,10821,44650,42300,45900,42100,1700,3.96,276389,-29539,8359,8.08,https://finance.naver.com/item/board.naver?code=141080
2022-03-08,64550,바이오니아,10737,41600,38650,43750,38400,4800,13.04,7664513,-7919,-4381,5.21,https://finance.naver.com/item/board.naver?code=064550
2022-03-08,144510,지씨셀,10697,67700,67000,69900,66300,100,-0.15,74805,-3153,-17299,7.23,https://finance.naver.com/item/board.naver?code=144510
2022-03-10,91990,셀트리온헬스케어,102495,66100,66200,66900,64800,600,0.92,975923,182135,-424087,17.12,https://finance.naver.com/item/board.naver?code=091990
2022-03-10,247540,에코프로비엠,82350,359300,358700,370000,353300,11000,3.16,332381,13820,-27723,13.53,https://finance.naver.com/item/board.naver?code=247540
2022-03-10,263750,펄어비스,69201,104500,106100,109100,100900,900,0.87,937334,158860,-261077,14.15,https://finance.naver.com/item/board.naver?code=263750
2022-03-10,66970,엘앤에프,67427,193700,192300,195800,191800,8100,4.36,587304,104308,37591,19.8,https://finance.naver.com/item/board.naver?code=066970
2022-03-10,293490,카카오게임즈,57882,74300,72600,74300,72600,3100,4.35,759360,183919,126742,10.79,https://finance.naver.com/item/board.naver?code=293490
2022-03-10,112040,위메이드,34715,103400,104800,105600,102100,2000,1.97,741135,-14279,52276,6.14,https://finance.naver.com/item/board.naver?code=112040
2022-03-10,68760,셀트리온제약,34360,94000,94300,94800,91900,1500,1.62,140506,34127,-37904,7.92,https://finance.naver.com/item/board.naver?code=068760
2022-03-10,28300,HLB,32623,30600,30200,31250,30050,1250,4.26,732169,193021,6538,13.89,https://finance.naver.com/item/board.naver?code=028300
2022-03-10,278280,천보,29390,293900,283000,293900,283000,17400,6.29,99726,33441,19915,10.18,https://finance.naver.com/item/board.naver?code=278280
2022-03-10,96530,씨젠,28829,55200,54500,55400,54100,1600,2.99,702792,104855,99870,15.48,https://finance.naver.com/item/board.naver?code=096530
2022-03-10,58470,리노공업,27878,182900,182000,183500,178700,3300,1.84,77510,31474,-29944,48.34,https://finance.naver.com/item/board.naver?code=058470
2022-03-10,35760,CJ ENM,27850,127000,124600,128400,124500,3600,2.92,118263,24697,-7985,21.59,https://finance.naver.com/item/board.naver?code=035760
2022-03-10,253450,스튜디오드래곤,27283,90900,89600,91100,89200,1400,1.56,262997,114281,-43261,10.72,https://finance.naver.com/item/board.naver?code=253450
2022-03-10,196170,알테오젠,25219,59600,57500,60500,57400,3200,5.67,389727,67297,-15975,11.82,https://finance.naver.com/item/board.naver?code=196170
2022-03-10,86520,에코프로,22106,92200,91900,96500,91100,4500,5.13,666047,37543,-35988,9.0,https://finance.naver.com/item/board.naver?code=086520
2022-03-10,48260,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,44.21,https://finance.naver.com/item/board.naver?code=048260
2022-03-10,108320,LX세미콘,19973,122800,124100,127300,121900,3200,2.68,272818,66569,-63134,34.93,https://finance.naver.com/item/board.naver?code=108320
2022-03-10,237690,에스티팜,18903,100500,99700,102900,98700,1700,1.72,92655,1642,-14493,0.27,https://finance.naver.com/item/board.naver?code=237690
2022-03-10,35900,JYP Ent.,18459,52000,51200,52900,50000,2000,4.0,896307,271548,-48407,23.83,https://finance.naver.com/item/board.naver?code=035900
2022-03-10,41510,에스엠,18371,77300,74300,78700,73700,3800,5.17,731118,92520,120212,14.28,https://finance.naver.com/item/board.naver?code=041510
2022-03-10,240810,원익IPS,17965,36600,36450,37300,36250,950,2.66,268501,60952,-16886,19.14,https://finance.naver.com/item/board.naver?code=240810
2022-03-10,145020,휴젤,17600,142100,141200,143300,139700,3600,2.6,53076,14326,-8351,70.3,https://finance.naver.com/item/board.naver?code=145020
2022-03-10,5290,동진쎄미켐,17327,33700,34100,34800,33700,550,1.66,552541,51747,-37646,7.67,https://finance.naver.com/item/board.naver?code=005290
2022-03-10,67160,아프리카TV,17024,148100,151000,153500,146600,1800,1.23,346333,119318,-85613,44.49,https://finance.naver.com/item/board.naver?code=067160
2022-03-10,357780,솔브레인,16988,218400,210200,222300,209800,12400,6.02,68645,-19688,34435,27.08,https://finance.naver.com/item/board.naver?code=357780
2022-03-10,222800,심텍,16405,51500,51400,52400,50100,1400,2.79,713142,160204,-123090,14.91,https://finance.naver.com/item/board.naver?code=222800
2022-03-10,299900,위지윅스튜디오,15384,36000,36500,37450,36000,500,1.41,311321,-28841,33093,4.44,https://finance.naver.com/item/board.naver?code=299900
2022-03-10,140410,메지온,15078,169400,166700,172200,164500,6300,3.86,65809,1057,11514,14.45,https://finance.naver.com/item/board.naver?code=140410
2022-03-10,78340,컴투스,14925,116000,111100,117000,110500,8800,8.21,263126,31565,21700,12.32,https://finance.naver.com/item/board.naver?code=078340
2022-03-10,34230,파라다이스,14687,16150,16050,16600,15950,500,3.19,867855,54630,70442,4.41,https://finance.naver.com/item/board.naver?code=034230
2022-03-10,56190,에스에프에이,14292,39800,39150,40250,39100,1200,3.11,212584,74750,-15662,15.37,https://finance.naver.com/item/board.naver?code=056190
2022-03-10,25900,동화기업,14020,69400,69800,70900,68100,900,1.31,42977,2355,-5421,43.7,https://finance.naver.com/item/board.naver?code=025900
2022-03-10,78600,대주전자재료,13933,90000,87900,90500,87500,4400,5.14,165483,31229,50237,13.08,https://finance.naver.com/item/board.naver?code=078600
2022-03-10,64760,티씨케이,13636,116800,113900,116900,111500,5300,4.75,48183,8793,1718,68.15,https://finance.naver.com/item/board.naver?code=064760
2022-03-10,348370,엔켐,13448,88400,89700,89900,85800,1700,1.96,98984,1814,8034,1.44,https://finance.naver.com/item/board.naver?code=348370
2022-03-10,298380,에이비엘바이오,13008,27550,28100,29100,27000,300,1.1,1128786,-71718,-38854,4.01,https://finance.naver.com/item/board.naver?code=298380
2022-03-10,195940,HK이노엔,12718,44000,42600,44150,42600,2250,5.39,173433,24136,29579,3.08,https://finance.naver.com/item/board.naver?code=195940
2022-03-10,214150,클래시스,12502,19300,19550,19700,19050,100,0.52,748279,118121,-235901,5.24,https://finance.naver.com/item/board.naver?code=214150
2022-03-10,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.25,https://finance.naver.com/item/board.naver?code=215600
2022-03-10,122870,와이지엔터테인먼트,12359,67000,65000,67400,63900,3200,5.02,492863,106785,23259,7.6,https://finance.naver.com/item/board.naver?code=122870
2022-03-10,32500,케이엠더블유,12305,30900,30950,31800,30500,700,2.32,212880,8220,8822,3.9,https://finance.naver.com/item/board.naver?code=032500
2022-03-10,98460,고영,12118,17650,17350,18000,17250,400,2.32,467112,111140,-148634,64.23,https://finance.naver.com/item/board.naver?code=098460
2022-03-10,39030,이오테크닉스,11901,96600,94200,97700,94200,4100,4.43,91485,-6768,16707,15.59,https://finance.naver.com/item/board.naver?code=039030
2022-03-10,95700,제넥신,11851,47350,45750,47900,45750,2400,5.34,151170,30421,28489,8.67,https://finance.naver.com/item/board.naver?code=095700
2022-03-10,36930,주성엔지니어링,11773,24400,25300,25350,24050,250,-1.01,1611276,-250944,198084,13.9,https://finance.naver.com/item/board.naver?code=036930
2022-03-10,48410,현대바이오,11758,30400,30250,30900,30050,600,2.01,932406,74319,46970,3.47,https://finance.naver.com/item/board.naver?code=048410
2022-03-10,141080,레고켐바이오,11609,47900,45600,48050,45550,3250,7.28,411010,131184,-10514,8.18,https://finance.naver.com/item/board.naver?code=141080
2022-03-10,64550,바이오니아,11202,43400,41550,43600,41150,1800,4.33,2296410,106322,117276,5.38,https://finance.naver.com/item/board.naver?code=064550
2022-03-10,30190,NICE평가정보,11141,18350,18050,18500,18050,500,2.8,204506,63843,-40623,38.32,https://finance.naver.com/item/board.naver?code=030190
2022-03-10,144510,지씨셀,11108,70300,69300,71900,69300,2600,3.84,93386,21169,5456,7.3,https://finance.naver.com/item/board.naver?code=144510
2022-03-11,91990,셀트리온헬스케어,103270,66600,66400,69500,65300,500,0.76,1008661,139662,-149259,16.85,https://finance.naver.com/item/board.naver?code=091990
2022-03-11,247540,에코프로비엠,78362,341900,359400,359700,340000,17400,-4.84,263914,-29479,-45933,13.42,https://finance.naver.com/item/board.naver?code=247540
2022-03-11,263750,펄어비스,65228,98500,104500,104800,97900,6000,-5.74,863325,1106,-365079,13.83,https://finance.naver.com/item/board.naver?code=263750
2022-03-11,66970,엘앤에프,65095,187000,193500,194200,186000,6700,-3.46,429167,-38800,-100144,19.92,https://finance.naver.com/item/board.naver?code=066970
2022-03-11,293490,카카오게임즈,58271,74800,74700,75400,73600,500,0.67,554238,29918,43643,11.0,https://finance.naver.com/item/board.naver?code=293490
2022-03-11,112040,위메이드,34816,103700,103200,104500,101400,300,0.29,396000,5021,66294,6.36,https://finance.naver.com/item/board.naver?code=112040
2022-03-11,68760,셀트리온제약,34214,93600,94400,98000,93100,400,-0.43,198624,6261,-39577,7.82,https://finance.naver.com/item/board.naver?code=068760
2022-03-11,28300,HLB,32090,30100,30600,30600,29850,500,-1.63,336098,26840,-78525,13.92,https://finance.naver.com/item/board.naver?code=028300
2022-03-11,278280,천보,29030,290300,292700,293900,289100,3600,-1.22,43030,15497,-13771,10.38,https://finance.naver.com/item/board.naver?code=278280
2022-03-11,58470,리노공업,28564,187400,184800,189300,182600,4500,2.46,51641,29448,-11039,48.15,https://finance.naver.com/item/board.naver?code=058470
2022-03-11,35760,CJ ENM,27565,125700,126300,128000,124000,1300,-1.02,80564,-8888,-9525,21.56,https://finance.naver.com/item/board.naver?code=035760
2022-03-11,253450,스튜디오드래곤,27253,90800,91100,93000,90700,100,-0.11,161395,41970,16168,10.56,https://finance.naver.com/item/board.naver?code=253450
2022-03-11,96530,씨젠,27001,51700,54600,54700,51700,3500,-6.34,658780,-41663,-71323,15.65,https://finance.naver.com/item/board.naver?code=096530
2022-03-11,196170,알테오젠,24119,57000,60000,60300,56700,2600,-4.36,289661,10575,16229,11.79,https://finance.naver.com/item/board.naver?code=196170
2022-03-11,86520,에코프로,21482,89600,93000,93300,88600,2600,-2.82,412559,9271,-81113,8.84,https://finance.naver.com/item/board.naver?code=086520
2022-03-11,48260,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,44.21,https://finance.naver.com/item/board.naver?code=048260
2022-03-11,108320,LX세미콘,19712,121200,123400,124500,121000,1600,-1.3,129244,168,-7222,34.54,https://finance.naver.com/item/board.naver?code=108320
2022-03-11,41510,에스엠,18989,79900,77000,81500,77000,2600,3.36,1094815,42715,24057,14.78,https://finance.naver.com/item/board.naver?code=041510
2022-03-11,35900,JYP Ent.,18920,53300,51800,54300,51800,1300,2.5,678771,141319,-16698,23.7,https://finance.naver.com/item/board.naver?code=035900
2022-03-11,237690,에스티팜,18734,99600,100000,100400,98800,900,-0.9,30841,2872,-799,0.19,https://finance.naver.com/item/board.naver?code=237690
2022-03-11,67160,아프리카TV,18047,157000,149500,159500,149400,8900,6.01,326949,79364,-56261,43.72,https://finance.naver.com/item/board.naver?code=067160
2022-03-11,240810,원익IPS,17597,35850,36200,36600,35650,750,-2.05,136661,-5208,-29562,19.18,https://finance.naver.com/item/board.naver?code=240810
2022-03-11,145020,휴젤,17426,140700,140600,143400,140100,1400,-0.99,26555,-2168,-1120,70.2,https://finance.naver.com/item/board.naver?code=145020
2022-03-11,5290,동진쎄미켐,17172,33400,33750,34800,33200,300,-0.89,594440,1349,-130825,7.59,https://finance.naver.com/item/board.naver?code=005290
2022-03-11,357780,솔브레인,16771,215600,216400,218000,214000,2800,-1.28,18241,-1371,-986,27.54,https://finance.naver.com/item/board.naver?code=357780
2022-03-11,222800,심텍,15959,50100,51700,51700,49500,1400,-2.72,562302,-41280,-59362,14.48,https://finance.naver.com/item/board.naver?code=222800
2022-03-11,299900,위지윅스튜디오,15768,36900,35800,37750,35750,900,2.5,377647,-26003,81904,4.52,https://finance.naver.com/item/board.naver?code=299900
2022-03-11,34230,파라다이스,15642,17200,16300,17250,16250,1050,6.5,1838278,178910,385988,4.54,https://finance.naver.com/item/board.naver?code=034230
2022-03-11,140410,메지온,14954,168000,166800,170100,165700,1400,-0.83,28953,1732,2350,14.58,https://finance.naver.com/item/board.naver?code=140410
2022-03-11,78340,컴투스,14745,114600,115100,117000,114100,1400,-1.21,117337,-6657,-16374,12.42,https://finance.naver.com/item/board.naver?code=078340
2022-03-11,56190,에스에프에이,14328,39900,39550,40250,39450,100,0.25,147923,69308,-40882,15.33,https://finance.naver.com/item/board.naver?code=056190
2022-03-11,25900,동화기업,14181,70200,69800,72400,69400,800,1.15,95579,-7250,-16347,43.69,https://finance.naver.com/item/board.naver?code=025900
2022-03-11,78600,대주전자재료,13809,89200,89300,91000,88700,800,-0.89,109997,15791,-6938,13.41,https://finance.naver.com/item/board.naver?code=078600
2022-03-11,64760,티씨케이,13613,116600,116000,117800,115500,200,-0.17,17317,842,-688,68.16,https://finance.naver.com/item/board.naver?code=064760
2022-03-11,214150,클래시스,13409,20700,19550,20750,19500,1400,7.25,1449989,151867,-6508,4.85,https://finance.naver.com/item/board.naver?code=214150
2022-03-11,298380,에이비엘바이오,13362,28300,27500,28650,27350,750,2.72,809968,94695,50632,3.94,https://finance.naver.com/item/board.naver?code=298380
2022-03-11,348370,엔켐,12962,85200,88300,88600,84000,3200,-3.62,189627,-23233,-24303,1.49,https://finance.naver.com/item/board.naver?code=348370
2022-03-11,195940,HK이노엔,12891,44600,43800,44800,43400,600,1.36,150817,8264,31916,3.19,https://finance.naver.com/item/board.naver?code=195940
2022-03-11,122870,와이지엔터테인먼트,12599,68300,66800,68900,66600,1300,1.94,350627,77949,-9403,7.75,https://finance.naver.com/item/board.naver?code=122870
2022-03-11,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.25,https://finance.naver.com/item/board.naver?code=215600
2022-03-11,32500,케이엠더블유,12444,31250,30650,31400,30550,350,1.13,90842,18889,-993,3.93,https://finance.naver.com/item/board.naver?code=032500
2022-03-11,98460,고영,12358,18000,17550,18050,17450,350,1.98,236667,46939,-15648,64.01,https://finance.naver.com/item/board.naver?code=098460
2022-03-11,376300,디어유,11956,54400,49200,54900,48300,5400,11.02,619657,42164,6769,1.07,https://finance.naver.com/item/board.naver?code=376300
